setsize,subject,trial,rt,rt_choice_indication,choice,best_chosen,best_seen_chosen,longest_chosen,fixation_count,refixation_count,seen_items_count,item_value_0,fixation_onset_0,gaze_0,stimulus_0,item_value_1,fixation_onset_1,gaze_1,stimulus_1,item_value_2,fixation_onset_2,gaze_2,stimulus_2,item_value_3,fixation_onset_3,gaze_3,stimulus_3,item_value_4,fixation_onset_4,gaze_4,stimulus_4,item_value_5,fixation_onset_5,gaze_5,stimulus_5,item_value_6,fixation_onset_6,gaze_6,stimulus_6,item_value_7,fixation_onset_7,gaze_7,stimulus_7,item_value_8,fixation_onset_8,gaze_8,stimulus_8
9,27,27,3836.000457,1668.0079280000002,7,1.0,1.0,0.0,11.0,3.0,8.0,-2.0,1056.0,0.062043788228881326,nr12.png,1.0,1346.0,0.04953075530877081,nr15.png,2.0,776.0,0.2340979908804009,nr112.png,1.0,3836.000457,0.0,nr114.png,0.0,76.0,0.17726796636823236,nr45.png,-2.0,610.0,0.10583940344926816,nr106.png,2.0,3008.0,0.06360791734389515,nr76.png,3.0,2676.0,0.0683003046889366,nr3.png,-3.0,3310.0,0.06569342283058023,nr27.png
9,27,30,3059.34462,1521.208989,5,1.0,1.0,1.0,10.0,1.0,9.0,-2.0,802.0,0.08563925694647634,nr107.png,0.0,612.0,0.04641516979541847,nr45.png,-3.0,2766.0,0.06145106986999065,nr81.png,-2.0,1282.0,0.06210480465584161,nr79.png,1.0,76.0,0.16833670735662334,nr15.png,3.0,2150.0,0.17520092260805847,nr89.png,-2.0,1524.0,0.055567456797331966,nr120.png,1.0,1738.0,0.049683843724673285,nr93.png,-2.0,1948.0,0.04903010893882233,nr56.png
9,27,31,3291.889943,1585.811506,5,1.0,1.0,0.0,11.0,3.0,8.0,-3.0,742.0,0.09963881104150267,nr51.png,-3.0,932.0,0.10449924084840524,nr29.png,3.0,1570.0,0.1409524644001745,nr91.png,-1.0,540.0,0.04921185179488851,nr8.png,-2.0,78.0,0.1986700683571425,nr106.png,3.0,2100.0,0.09295572005701164,nr39.png,1.0,3291.889943,0.0,nr44.png,-1.0,2736.0,0.06986867847422443,nr21.png,-1.0,2382.0,0.05893271140869365,nr28.png
9,27,34,2699.329787,1587.4052359999994,7,1.0,1.0,0.0,10.0,2.0,8.0,-1.0,2686.0,0.004816010278776654,nr49.png,1.0,678.0,0.060755821978413185,nr114.png,-3.0,1952.0,0.07557431514387981,nr63.png,-2.0,2476.0,0.06446044526977984,nr79.png,2.0,76.0,0.2533962331294794,nr4.png,2.0,2194.0,0.08076078775179314,nr31.png,0.0,1310.0,0.0726106165107865,nr58.png,3.0,896.0,0.1867130138848796,nr39.png,-2.0,2699.329787,0.0,nr80.png
9,27,39,6227.464507000002,1855.457562,3,1.0,1.0,1.0,18.0,9.0,9.0,3.0,651.0,0.07418749628852761,nr55.png,1.0,989.0,0.07836255019221099,nr44.png,1.0,1319.0,0.11272645539945104,nr90.png,3.0,2783.0,0.12749972305863838,nr91.png,-2.0,75.0,0.09955897770321888,nr48.png,1.0,1743.0,0.08157413011812127,nr15.png,1.0,2485.0,0.12653624908086528,nr95.png,-1.0,2277.0,0.05556033271824795,nr21.png,-2.0,2095.0,0.05331222677011077,nr85.png
9,27,42,7712.89253,1416.670516,2,1.0,1.0,1.0,21.0,12.0,9.0,-3.0,1700.0,0.08557100950556094,nr124.png,1.0,2026.0,0.06327068581623294,nr93.png,2.0,2596.0,0.18203287476637509,nr76.png,-2.0,592.0,0.08712684604202567,nr46.png,1.0,92.0,0.08245933643263145,nr11.png,-1.0,3024.0,0.07701390855500485,nr99.png,-1.0,1436.0,0.06612305279975164,nr28.png,-2.0,1168.0,0.0754580720185401,nr74.png,2.0,812.0,0.08064419380675591,nr112.png
9,27,46,3084.0528860000004,1756.62835,6,1.0,1.0,0.0,10.0,2.0,8.0,3.0,800.0,0.06484973098480126,nr69.png,-2.0,516.0,0.09014112606887376,nr88.png,-3.0,1072.0,0.07587418525221748,nr29.png,-2.0,2512.0,0.05317677940753704,nr85.png,-2.0,76.0,0.21854359341878027,nr56.png,1.0,1350.0,0.1121900346037062,nr90.png,3.0,2072.0,0.1173780130824903,nr65.png,3.0,3084.0528860000004,0.0,nr7.png,1.0,1768.0,0.06938921215373736,nr75.png
9,27,49,4041.721523000001,1656.45082,5,1.0,1.0,0.0,12.0,3.0,9.0,-2.0,1556.0,0.21030642392429866,nr107.png,1.0,1762.0,0.062349669210497935,nr93.png,-2.0,3742.0,0.064329023788609,nr120.png,0.0,1296.0,0.05294773496447048,nr1.png,-3.0,76.0,0.21921351952579832,nr29.png,3.0,3078.0,0.07422579667916422,nr3.png,1.0,1034.0,0.05492708954258152,nr62.png,-2.0,808.0,0.04453547800749853,nr79.png,0.0,578.0,0.04651483258560958,nr58.png
9,27,53,6707.922711,1758.147334,2,1.0,1.0,0.0,20.0,11.0,9.0,1.0,708.0,0.05814020477016792,nr95.png,2.0,936.0,0.12030550063980902,nr53.png,3.0,1188.0,0.15265530688372295,nr55.png,2.0,470.0,0.06350699290279882,nr102.png,-2.0,74.0,0.05217710684502249,nr56.png,-1.0,1378.0,0.09690034128361323,nr21.png,-2.0,2310.0,0.05128264215625069,nr19.png,2.0,1904.0,0.1794892475468774,nr54.png,0.0,1682.0,0.06559407717659972,nr1.png
9,27,54,5891.7242179999985,1390.719796,2,1.0,1.0,0.0,21.0,12.0,9.0,-2.0,599.0,0.09504857649126308,nr74.png,1.0,441.0,0.1368020583070679,nr95.png,2.0,1611.0,0.11847126141232432,nr98.png,2.0,2731.0,0.0278356545438699,nr101.png,-1.0,75.0,0.10047992371933524,nr109.png,1.0,2015.0,0.06891021795616573,nr20.png,1.0,2939.0,0.03326700177194207,nr114.png,0.0,3179.0,0.12967341507022315,nr10.png,1.0,3549.0,0.07807561640353752,nr75.png
9,27,55,11366.647034,1270.638608,1,1.0,1.0,1.0,28.0,19.0,9.0,-3.0,677.0,0.04997076079700497,nr72.png,2.0,943.0,0.2087686890339661,nr4.png,-1.0,1351.0,0.06985349308595412,nr8.png,1.0,425.0,0.10961895766385243,nr94.png,-2.0,75.0,0.10434035617121107,nr85.png,2.0,1711.0,0.05753675626979093,nr101.png,1.0,2963.0,0.13566005836088318,nr114.png,-1.0,2009.0,0.08656906447931846,nr28.png,1.0,2323.0,0.02041059243821329,nr90.png
9,27,63,7469.2286319999985,1433.03961,5,1.0,1.0,0.0,25.0,16.0,9.0,-3.0,474.0,0.06265707251147376,nr63.png,1.0,670.0,0.08943359922577879,nr2.png,-2.0,3242.0,0.06292483777861681,nr88.png,-3.0,314.0,0.18047379005441588,nr29.png,-2.0,76.0,0.12263649235151702,nr12.png,2.0,2866.0,0.06372813358004596,nr41.png,-1.0,2004.0,0.08327499808148864,nr109.png,-2.0,2278.0,0.09398560876721064,nr120.png,0.0,2556.0,0.06587025571719038,nr10.png
9,27,64,2386.380347,1796.8081130000005,7,1.0,1.0,0.0,8.0,1.0,7.0,1.0,954.0,0.11984677981426572,nr95.png,3.0,644.0,0.1106277967516299,nr7.png,3.0,2224.0,0.06788523891577289,nr92.png,1.0,2386.380347,0.0,nr100.png,-1.0,76.0,0.26316006196978625,nr97.png,1.0,1956.0,0.09470409873434983,nr62.png,-2.0,1698.0,0.07794231134773924,nr48.png,3.0,1444.0,0.08716129441037508,nr3.png,-3.0,2386.380347,0.0,nr27.png
9,27,67,2405.364274,1867.627717,5,1.0,1.0,0.0,9.0,1.0,8.0,0.0,1531.0,0.09478813769061577,nr1.png,1.0,1833.0,0.08481043898634041,nr93.png,3.0,2003.0,0.11141763553107466,nr55.png,-3.0,2405.364274,0.0,nr51.png,-3.0,75.0,0.14218220653592362,nr50.png,3.0,461.0,0.10975468574702876,nr89.png,3.0,1251.0,0.08979928833847807,nr65.png,1.0,1063.0,0.05737176754958321,nr94.png,2.0,763.0,0.09811403725870753,nr60.png
9,27,68,3808.922128,1464.681626,8,1.0,1.0,0.0,15.0,6.0,9.0,-3.0,684.0,0.04148155165434246,nr50.png,2.0,886.0,0.12076907443669326,nr98.png,2.0,1220.0,0.14334764052703156,nr54.png,-1.0,530.0,0.07823735691768388,nr8.png,2.0,76.0,0.13652156240669672,nr76.png,1.0,1978.0,0.07718719105301698,nr11.png,2.0,2928.0,0.0451571321806766,nr112.png,3.0,3156.0,0.05250829323334489,nr83.png,3.0,3352.0,0.09083934729368666,nr39.png
9,27,89,4406.658377000002,1503.267339,8,1.0,1.0,0.0,13.0,4.0,9.0,1.0,1340.0,0.05582461333602942,nr15.png,-3.0,1640.0,0.044024288565811816,nr27.png,2.0,2674.0,0.0753405350713893,nr4.png,-2.0,1166.0,0.09077172900167384,nr30.png,1.0,76.0,0.13842688672755266,nr93.png,-3.0,2328.0,0.06717107946123865,nr124.png,1.0,896.0,0.04947059230591225,nr96.png,2.0,502.0,0.15385808065783718,nr112.png,3.0,3326.0,0.1420577558876196,nr87.png
9,27,91,5493.578565,1289.676429,2,0.0,0.0,0.0,17.0,8.0,9.0,3.0,1357.0,0.10448562684749736,nr92.png,0.0,1003.0,0.054245151220477725,nr58.png,2.0,1679.0,0.10703405677060704,nr4.png,1.0,701.0,0.05897794964911001,nr95.png,3.0,75.0,0.11795589929822002,nr55.png,1.0,2297.0,0.05533733547323902,nr100.png,2.0,3047.0,0.1554542253096912,nr53.png,-1.0,465.0,0.07936538903398754,nr97.png,1.0,2797.0,0.033129589000425994,nr90.png
9,27,94,2339.266191,1570.2242,1,1.0,1.0,0.0,9.0,2.0,7.0,2.0,966.0,0.07780217604145248,nr60.png,3.0,734.0,0.07865714500894096,nr87.png,1.0,2339.266191,0.0,nr20.png,1.0,1188.0,0.10430621403359562,nr75.png,-2.0,74.0,0.20519255219723728,nr120.png,-2.0,1636.0,0.08464192778136037,nr106.png,-2.0,2339.266191,0.0,nr80.png,-2.0,488.0,0.1359400658306697,nr46.png,-3.0,1876.0,0.1060161519685726,nr84.png
9,27,102,8476.378601999999,1954.094294,5,1.0,1.0,1.0,19.0,10.0,9.0,1.0,2003.0,0.07043102108005628,nr62.png,-3.0,2235.0,0.07715559093192094,nr52.png,-3.0,2615.0,0.04152716820800638,nr63.png,-2.0,1781.0,0.021707383381457883,nr120.png,-2.0,77.0,0.11750301004310895,nr12.png,2.0,637.0,0.30295956806295565,nr102.png,1.0,1029.0,0.041999067846733726,nr11.png,2.0,1207.0,0.15690662987684229,nr111.png,-2.0,5611.0,0.018404085910366463,nr74.png
9,27,104,3005.11482,1737.067627,7,1.0,1.0,0.0,10.0,3.0,7.0,-2.0,578.0,0.06322553758528268,nr106.png,-1.0,812.0,0.13177533096722074,nr113.png,1.0,1026.0,0.06788426140735614,nr9.png,-2.0,1546.0,0.05856681376320921,nr30.png,-2.0,76.0,0.18668171887022936,nr57.png,0.0,3005.11482,0.0,nr1.png,3.0,1762.0,0.10781617988227153,nr65.png,3.0,2008.0,0.0845225607719042,nr3.png,2.0,3005.11482,0.0,nr41.png
9,27,105,2021.2429940000002,1524.8510210000004,2,1.0,1.0,0.0,7.0,0.0,7.0,2.0,1788.0,0.09993850348504904,nr60.png,-2.0,1322.0,0.07915921068122697,nr85.png,3.0,1530.0,0.0930120725504417,nr3.png,1.0,2021.2429940000002,0.0,nr44.png,2.0,76.0,0.1929505760354908,nr102.png,1.0,512.0,0.08905411201638035,nr2.png,-2.0,758.0,0.07619074028068096,nr19.png,1.0,954.0,0.15337097069487726,nr20.png,1.0,2021.2429940000002,0.0,nr93.png
9,27,106,2145.206813,1444.508818,3,1.0,1.0,0.0,9.0,3.0,6.0,-3.0,1226.0,0.1100127030036614,nr124.png,1.0,2145.206813,0.0,nr93.png,-3.0,2145.206813,0.0,nr84.png,3.0,1066.0,0.1389143453181826,nr3.png,-1.0,76.0,0.2200254060073228,nr99.png,1.0,458.0,0.07365257234990889,nr95.png,3.0,856.0,0.07644950547712062,nr87.png,-1.0,662.0,0.1650190545054921,nr21.png,1.0,2145.206813,0.0,nr18.png
9,27,109,2581.495796,1392.489965,3,1.0,1.0,0.0,10.0,2.0,8.0,3.0,1536.0,0.07282599502633473,nr7.png,-3.0,774.0,0.18593871070553544,nr51.png,2.0,950.0,0.05888059172341956,nr76.png,3.0,500.0,0.17044381814674084,nr65.png,-2.0,74.0,0.14255301154091052,nr107.png,2.0,2581.495796,0.0,nr101.png,1.0,2040.0,0.06275431486311822,nr90.png,1.0,2256.0,0.08289767518955123,nr93.png,2.0,2514.0,0.02595394503598099,nr54.png
9,27,113,4401.3645510000015,2255.328152,8,1.0,1.0,0.0,12.0,4.0,8.0,-1.0,3277.0,0.09451614270521712,nr113.png,-3.0,3071.0,0.1176907738492848,nr14.png,-2.0,4401.3645510000015,0.0,nr57.png,-1.0,1279.0,0.060890207319707186,nr28.png,1.0,75.0,0.09042650191508757,nr9.png,2.0,531.0,0.2262934570538372,nr98.png,-2.0,1067.0,0.03862438524011277,nr107.png,1.0,803.0,0.04907568948155505,nr2.png,3.0,2297.0,0.11405553759139185,nr91.png
9,27,116,4028.477334,1427.049649,6,1.0,1.0,0.0,14.0,5.0,9.0,2.0,1150.0,0.05907939409049185,nr98.png,2.0,1442.0,0.0630511180629619,nr54.png,-1.0,1752.0,0.03922077422814167,nr49.png,1.0,912.0,0.04964654965587552,nr2.png,1.0,76.0,0.20305438809253085,nr90.png,1.0,694.0,0.11170473672571993,nr95.png,3.0,2834.0,0.1385138735398927,nr7.png,-2.0,524.0,0.097307237325516,nr79.png,3.0,3922.0,0.026312671317614025,nr91.png
9,27,124,3657.54282,1362.584114,3,1.0,1.0,0.0,13.0,6.0,7.0,2.0,779.0,0.17060634166410113,nr76.png,-3.0,607.0,0.15310825533957795,nr29.png,1.0,3657.54282,0.0,nr93.png,3.0,1719.0,0.08749043162261598,nr3.png,-1.0,77.0,0.2493477301244555,nr8.png,1.0,2265.0,0.07272642128629953,nr2.png,1.0,3657.54282,0.0,nr20.png,1.0,3265.0,0.06835189970516872,nr44.png,-3.0,3561.0,0.02624712948678479,nr50.png
9,27,128,1005.700279,1581.531726,7,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1005.700279,0.0,nr9.png,-2.0,1005.700279,0.0,nr19.png,-2.0,1005.700279,0.0,nr80.png,-1.0,1005.700279,0.0,nr99.png,-1.0,98.0,0.3579595308037097,nr49.png,-1.0,1005.700279,0.0,nr97.png,-2.0,1005.700279,0.0,nr120.png,3.0,506.0,0.2923336168230296,nr39.png,3.0,1005.700279,0.0,nr69.png
9,27,134,3005.473795,1777.883214,0,1.0,1.0,0.0,9.0,1.0,8.0,3.0,869.0,0.0964906100603682,nr65.png,1.0,1233.0,0.06321798590162055,nr114.png,3.0,1469.0,0.06321798590162055,nr55.png,3.0,2275.0,0.10181422992576784,nr69.png,-1.0,75.0,0.26618099326998124,nr21.png,2.0,1709.0,0.07785794053146952,nr31.png,3.0,619.0,0.0638834383847955,nr92.png,-3.0,3005.473795,0.0,nr51.png,-3.0,1979.0,0.07719248804829458,nr72.png
9,27,139,3902.269525,1454.214915,6,1.0,1.0,0.0,10.0,2.0,8.0,1.0,866.0,0.047152048012367886,nr100.png,1.0,456.0,0.0809785172386318,nr9.png,-3.0,3902.269525,0.0,nr27.png,-1.0,1088.0,0.05637744871043986,nr28.png,-2.0,76.0,0.30700083434139525,nr85.png,1.0,1452.0,0.05688997097144386,nr18.png,3.0,2182.0,0.07380320558457583,nr7.png,-3.0,1716.0,0.10147940767879177,nr51.png,-3.0,2548.0,0.062015193581483836,nr72.png
9,27,149,3068.3456010000004,1705.6196940000002,8,1.0,1.0,0.0,12.0,3.0,9.0,-2.0,2077.0,0.044323559887020685,nr80.png,1.0,1847.0,0.05996716925891034,nr44.png,-3.0,1603.0,0.06452988865904483,nr125.png,-2.0,471.0,0.0775662298022862,nr106.png,2.0,77.0,0.26822271902219136,nr4.png,-2.0,1381.0,0.05931535220174827,nr57.png,-2.0,751.0,0.05605626691593793,nr79.png,1.0,2275.0,0.0984243756314724,nr93.png,3.0,2451.0,0.08212894920242067,nr3.png
9,27,153,4021.7530639999986,1456.4335609999996,5,1.0,1.0,0.0,13.0,4.0,9.0,2.0,1468.0,0.056194399905602974,nr111.png,1.0,1182.0,0.059178173351918176,nr90.png,-1.0,2288.0,0.0467457839922715,nr28.png,1.0,1732.0,0.049232261864200835,nr114.png,-3.0,76.0,0.17678857669417572,nr84.png,3.0,1988.0,0.11586986883190704,nr69.png,2.0,494.0,0.04425930612034217,nr98.png,1.0,2956.0,0.059675468926304036,nr11.png,1.0,3512.0,0.032821507909467224,nr96.png
9,27,156,4657.526139000001,1807.445169,6,1.0,1.0,1.0,12.0,3.0,9.0,1.0,1876.0,0.0463765513179442,nr42.png,1.0,1672.0,0.03435300097625497,nr44.png,-3.0,1486.0,0.030058875854223094,nr27.png,2.0,412.0,0.04294125122031872,nr112.png,-3.0,76.0,0.21749743743091424,nr124.png,0.0,1226.0,0.04680596383014739,nr10.png,3.0,2500.0,0.2649475200293664,nr92.png,1.0,2146.0,0.06226481426946213,nr18.png,-2.0,2924.0,0.06956482697691631,nr30.png
9,27,159,4065.945382,931.391665,4,1.0,1.0,1.0,13.0,4.0,9.0,1.0,1808.0,0.0585349722240809,nr18.png,-1.0,1550.0,0.050664723857817916,nr21.png,-3.0,2704.0,0.05951875326986378,nr14.png,1.0,708.0,0.14609148529875654,nr20.png,3.0,76.0,0.25233983824330675,nr92.png,-2.0,2538.0,0.06542143954456099,nr85.png,2.0,3876.0,0.04648365441324071,nr60.png,1.0,3182.0,0.07673492157106404,nr114.png,-2.0,3560.0,0.06296198693010382,nr74.png
9,27,165,4845.553853,1599.7268080000001,3,1.0,1.0,1.0,16.0,7.0,9.0,1.0,2743.0,0.02930521552496715,nr100.png,-2.0,1535.0,0.1192846096720494,nr79.png,-3.0,2955.0,0.06397617473760434,nr27.png,2.0,1167.0,0.16262330868784589,nr54.png,0.0,77.0,0.13868383685054878,nr1.png,-1.0,551.0,0.06892916891083822,nr28.png,-3.0,965.0,0.07842240774286982,nr52.png,-2.0,703.0,0.0969961358924969,nr85.png,-2.0,3613.0,0.0470534446457219,nr88.png
9,27,166,3658.093311000001,1942.934015,6,1.0,1.0,0.0,13.0,4.0,9.0,-1.0,1660.0,0.03389744040348236,nr28.png,-2.0,1830.0,0.06014062007069451,nr30.png,-3.0,2098.0,0.09841192375204556,nr29.png,-1.0,1310.0,0.07872953900163646,nr49.png,2.0,74.0,0.17167413365634615,nr102.png,-2.0,2690.0,0.04209843404948616,nr19.png,3.0,768.0,0.0847436010087059,nr3.png,-2.0,574.0,0.14269728944046606,nr79.png,1.0,2892.0,0.06342101752909603,nr42.png
9,27,177,2063.100857,1507.1031330000005,2,1.0,1.0,0.0,7.0,1.0,6.0,-3.0,1125.0,0.09015555365066673,nr81.png,-1.0,457.0,0.13280979408754132,nr8.png,3.0,777.0,0.12311564853370616,nr83.png,-2.0,2063.100857,0.0,nr120.png,-3.0,75.0,0.2714360755073837,nr50.png,3.0,1673.0,0.08143082265221513,nr3.png,1.0,2063.100857,0.0,nr100.png,-2.0,1885.0,0.08627789542913268,nr85.png,-2.0,2063.100857,0.0,nr74.png
9,27,178,3215.686048,1224.837483,4,1.0,1.0,1.0,10.0,5.0,5.0,-1.0,3027.0,0.04104878337924114,nr97.png,2.0,3215.686048,0.0,nr54.png,-3.0,3215.686048,0.0,nr63.png,1.0,2679.0,0.09640244581488447,nr95.png,3.0,77.0,0.3775244168363541,nr91.png,3.0,1245.0,0.20835367321281487,nr83.png,2.0,3215.686048,0.0,nr31.png,0.0,553.0,0.10200000718478099,nr10.png,1.0,3215.686048,0.0,nr96.png
9,27,180,2701.926655,1083.122248,4,1.0,1.0,1.0,9.0,2.0,7.0,-2.0,1719.0,0.05625615325964502,nr79.png,-2.0,1541.0,0.04737360274496423,nr74.png,2.0,1263.0,0.0740212542890066,nr41.png,-3.0,669.0,0.1287969824628715,nr125.png,3.0,75.0,0.3789888219597137,nr91.png,-2.0,2701.926655,0.0,nr30.png,-1.0,2701.926655,0.0,nr99.png,0.0,813.0,0.08586465497524766,nr10.png,-2.0,1105.0,0.037750839687393366,nr106.png
9,27,182,2749.738228,1568.7337680000005,8,1.0,1.0,0.0,11.0,3.0,8.0,-1.0,1144.0,0.07418888020783627,nr97.png,-1.0,820.0,0.09964584890660362,nr121.png,-3.0,2749.738228,0.0,nr50.png,0.0,1396.0,0.06982482843090472,nr58.png,-1.0,76.0,0.1709253612631522,nr8.png,-2.0,546.0,0.05309596328600047,nr12.png,-3.0,1984.0,0.06546077665397318,nr125.png,-1.0,1644.0,0.15819687691376852,nr49.png,3.0,2368.0,0.10037319086942556,nr83.png
9,27,183,3227.228399,1413.7143529999996,5,1.0,1.0,0.0,11.0,3.0,8.0,3.0,1174.0,0.06569104314578139,nr87.png,2.0,1876.0,0.053916233525311136,nr31.png,0.0,1472.0,0.10659301340636224,nr58.png,-1.0,3227.228399,0.0,nr49.png,-2.0,226.0,0.18127009547302889,nr74.png,3.0,2408.0,0.13386099358008285,nr7.png,1.0,968.0,0.045859784837620966,nr9.png,1.0,796.0,0.039662516616320836,nr95.png,-2.0,2752.0,0.07808557958838165,nr57.png
9,27,191,9553.59943,1814.235523,0,1.0,1.0,0.0,28.0,19.0,9.0,1.0,778.0,0.08980908256481086,nr9.png,-1.0,566.0,0.15502010638518052,nr8.png,-1.0,1010.0,0.09253056991525968,nr109.png,-3.0,1810.0,0.03768213254467589,nr84.png,-2.0,76.0,0.14821638800905848,nr79.png,-2.0,2332.0,0.08625021449114703,nr56.png,-3.0,3106.0,0.030564396397348217,nr124.png,1.0,2836.0,0.05840730544424761,nr42.png,1.0,2592.0,0.060919447613892674,nr15.png
9,27,192,3232.1119230000004,1359.8339030000004,0,1.0,1.0,0.0,11.0,2.0,9.0,3.0,2184.0,0.11138228148542983,nr87.png,-2.0,1960.0,0.055072350290018085,nr85.png,1.0,1696.0,0.06559178798586424,nr9.png,1.0,2410.0,0.10952591012733937,nr42.png,-1.0,74.0,0.19925052576838007,nr28.png,-3.0,1350.0,0.09281856790452488,nr27.png,1.0,598.0,0.056309931195411764,nr90.png,-2.0,832.0,0.08353671111407239,nr30.png,3.0,1156.0,0.04640928395226244,nr55.png
9,27,193,2803.137158,1690.256626,8,1.0,1.0,0.0,11.0,2.0,9.0,-3.0,2147.0,0.05921936410647801,nr14.png,-1.0,1527.0,0.09275322088966437,nr99.png,3.0,1713.0,0.07848349459894678,nr87.png,0.0,2349.0,0.06278679567915743,nr10.png,1.0,75.0,0.243298833256735,nr100.png,-2.0,1369.0,0.03995523361400927,nr74.png,2.0,599.0,0.060646336735549776,nr112.png,0.0,807.0,0.07277560408265972,nr58.png,3.0,1059.0,0.09560716614780787,nr83.png
9,27,194,2346.008746,1195.954018,4,1.0,1.0,1.0,8.0,1.0,7.0,3.0,1057.0,0.06905345100533568,nr92.png,1.0,797.0,0.08610368582146795,nr114.png,-3.0,2346.008746,0.0,nr84.png,-3.0,1263.0,0.08695619756227456,nr29.png,3.0,75.0,0.32949578782175604,nr91.png,1.0,509.0,0.09803885019276054,nr94.png,2.0,2346.008746,0.0,nr54.png,1.0,1515.0,0.07587354493178859,nr90.png,2.0,1735.0,0.06223335707888278,nr101.png
9,27,199,2651.0514510000007,1037.457141,4,1.0,1.0,1.0,9.0,1.0,8.0,0.0,1544.0,0.08600361185521177,nr1.png,1.0,1846.0,0.08298594126380085,nr11.png,-3.0,2430.0,0.07355572066564166,nr27.png,3.0,2116.0,0.0927933706858864,nr7.png,3.0,76.0,0.21878111787729315,nr91.png,2.0,502.0,0.06789758830674615,nr111.png,-3.0,1248.0,0.049037147110427774,nr29.png,-2.0,964.0,0.08147710596809538,nr106.png,-2.0,2651.0514510000007,0.0,nr80.png
9,28,11,3289.128504,1469.8131280000002,3,1.0,1.0,1.0,11.0,2.0,9.0,1.0,954.0,0.08452086917915083,nr96.png,0.0,1276.0,0.06080638070442505,nr28.png,-2.0,740.0,0.046212849335363036,nr102.png,3.0,1536.0,0.15627239841037235,nr51.png,1.0,76.0,0.1267813037687262,nr12.png,-3.0,504.0,0.05594187024807104,nr94.png,-3.0,2486.0,0.06323863593260205,nr3.png,1.0,2154.0,0.12404501663702708,nr95.png,2.0,2750.0,0.0820886139509738,nr93.png
9,28,15,3208.249605,1588.12543,2,1.0,1.0,1.0,9.0,0.0,9.0,-1.0,921.0,0.07480714705799832,nr76.png,1.0,681.0,0.05922232475424866,nr96.png,2.0,2213.0,0.2908127841879685,nr91.png,-1.0,1207.0,0.06982000392079843,nr112.png,-1.0,75.0,0.11595107793989738,nr107.png,1.0,489.0,0.04363750245049902,nr10.png,-3.0,1477.0,0.05298839583274882,nr72.png,1.0,1699.0,0.060469110538548636,nr109.png,1.0,1935.0,0.06982000392079843,nr15.png
9,28,16,3201.256506000001,1866.544378,6,0.0,0.0,1.0,12.0,4.0,8.0,0.0,3201.256506000001,0.0,nr44.png,1.0,964.0,0.1399450494392841,nr60.png,1.0,658.0,0.08527901450206375,nr4.png,1.0,1994.0,0.10558354176445987,nr65.png,-1.0,80.0,0.11245584329942472,nr112.png,3.0,492.0,0.1080825605044471,nr53.png,2.0,1752.0,0.14869161502923936,nr89.png,1.0,1550.0,0.04810611074475391,nr12.png,1.0,1388.0,0.03811003578480505,nr111.png
9,28,19,3383.068097000001,1431.4802049999994,1,1.0,1.0,1.0,11.0,2.0,9.0,1.0,2346.0,0.1022740276220931,nr60.png,3.0,570.0,0.15607134851001492,nr53.png,-1.0,1988.0,0.08749454386167503,nr121.png,-3.0,828.0,0.13331094351897108,nr19.png,2.0,74.0,0.13360653319417945,nr8.png,-3.0,1716.0,0.06680326659708972,nr48.png,1.0,1128.0,0.05261496218708836,nr11.png,2.0,1356.0,0.055570858939171984,nr93.png,1.0,1598.0,0.022464815315835482,nr55.png
9,28,26,1573.925901,1605.956405,6,1.0,1.0,0.0,5.0,0.0,5.0,-3.0,1573.925901,0.0,nr3.png,0.0,530.0,0.14358998721376273,nr31.png,0.0,1573.925901,0.0,nr74.png,1.0,814.0,0.1791698070543411,nr84.png,-1.0,74.0,0.2554122781412948,nr76.png,1.0,1573.925901,0.0,nr109.png,3.0,1136.0,0.22745670540941176,nr57.png,1.0,1570.0,0.0019060617771738415,nr97.png,1.0,1573.925901,0.0,nr10.png
9,28,27,3272.193521,1585.5224660000001,7,1.0,1.0,1.0,9.0,0.0,9.0,3.0,1184.0,0.06356592257307388,nr79.png,0.0,1436.0,0.058676236221298965,nr83.png,1.0,1680.0,0.07701256004045487,nr65.png,1.0,918.0,0.0684556089248488,nr18.png,-1.0,74.0,0.16258207119651588,nr63.png,0.0,2076.0,0.10146099179932946,nr2.png,1.0,654.0,0.0666219765429332,nr111.png,3.0,2706.0,0.17297265469403758,nr69.png,-1.0,2474.0,0.05378654986952405,nr56.png
9,28,28,2982.759616000001,1189.157248,4,1.0,1.0,1.0,9.0,0.0,9.0,2.0,2547.0,0.09856644109801438,nr30.png,-1.0,569.0,0.09186124102331952,nr56.png,3.0,895.0,0.10594216118017873,nr50.png,2.0,2289.0,0.07174564079923497,nr39.png,3.0,75.0,0.1428207615910004,nr125.png,0.0,1257.0,0.07778032086646032,nr2.png,3.0,2073.0,0.05900576065731473,nr99.png,1.0,1821.0,0.0697340807768265,nr114.png,-1.0,1555.0,0.07375720082164341,nr62.png
